# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 50, mean observations per image: 2367.46
28 0.53594689238811266 0.79045615561163596 -0.088654291578844302 0.28298482499924094 -0.021458140906469553 0.25777580651113097 3.8122233850882012 2 IMG_20250507_144538.jpg

29 -0.063185797359945464 0.95507963038447374 0.021744118610153573 0.28871724566175888 -0.037969778382491708 -0.016673159085571584 3.9667071343380549 2 IMG_20250507_144541.jpg

30 0.25157619956157895 0.91720035969443459 -0.040116814626313613 0.30633895797758148 -0.055824605625036446 0.20834369963532257 3.9348302927519327 2 IMG_20250507_144540.jpg

31 0.85783580872207166 0.4825971329050156 0.1752689921751627 -0.022327403967116008 -0.21200485512048187 0.16661632177557814 3.719445772772163 2 IMG_20250507_144556.jpg

32 0.94919592647937745 0.20387917149864987 0.23962501620644377 0.0063425698294909665 -0.14085108833930934 0.078853550698843894 3.6609133342222697 2 IMG_20250507_144559.jpg

33 0.96460926074475817 -0.089626187617209974 0.24331741301097082 0.047882743282987986 -0.30864224183540362 -0.13566871076506248 3.564563279618012 2 IMG_20250507_144604.jpg

34 0.8737067809428396 -0.41622219768711377 0.23848003210914379 0.080763960850319477 -0.24127728703880932 -0.22520808127492975 3.6158114853044876 2 IMG_20250507_144606.jpg

35 0.95938270225391831 0.13966772737227659 0.24472262598912353 0.0137329121318283 -0.1359698367449434 0.023932458486768629 3.5946135854729806 2 IMG_20250507_144601.jpg

36 0.9693534791723909 0.054035210530508367 0.2383382893323451 0.025077644973886214 -0.31634427603170662 -0.009495582595877813 3.5733846554654312 2 IMG_20250507_144603.jpg

37 0.92313141221183526 -0.28424347901303804 0.24824277944191767 0.073549730667750363 -0.28229873885391088 -0.2354105666698991 3.570949782986256 2 IMG_20250507_144605.jpg

38 -0.43688043581696123 0.87750721676067922 -0.14047907428137332 -0.13921996632077238 -0.074386679496169797 -0.24673550652111628 3.8722161100031705 2 IMG_20250507_144613.jpg

39 -0.28309915282240328 0.94216906393954192 -0.10851192688282608 -0.14281976876714592 -0.047482811732311538 -0.17357427483903745 3.9246136775529985 2 IMG_20250507_144614.jpg

40 0.76489429652650576 -0.59791998960652504 0.21409595034257414 0.10766301694205355 -0.23398263559979218 -0.25757982329189233 3.6831048172150518 2 IMG_20250507_144608.jpg

41 0.68083701327126944 -0.69576094661805565 0.19772090762862984 0.11525671003249861 -0.19201054925263716 -0.25961726719169248 3.7453141832053656 2 IMG_20250507_144610.jpg

42 0.59379315047690484 -0.77531311539675507 0.17563461548510417 0.12430506580139684 -0.15830257879161713 -0.21059462095124359 3.7886192358718329 2 IMG_20250507_144611.jpg

43 0.86307621491985886 -0.43610550147145255 0.23796685570905349 0.091012166274016829 -0.1803883527353369 -0.23944095979685268 3.6328663833223422 2 IMG_20250507_144607.jpg

44 -0.098232762572981525 0.98286428185793595 -0.042502807118046916 -0.15007211330640391 0.048987615318855107 -0.067995540025211756 3.9997315959689161 2 IMG_20250507_144616.jpg

45 0.2771719797360534 0.95135460252495452 0.040962401198251328 -0.12814911467449222 -0.016131074289219324 0.084480616000983652 4.0554167861830592 2 IMG_20250507_144619.jpg

46 0.09655583594433903 0.98523830440313076 -0.0034144351210702471 -0.14131806577623987 0.026898990266748066 0.11994979601498913 4.0729764453994166 2 IMG_20250507_144617.jpg

47 0.5893037091663641 0.78902864944964368 0.14152973004196848 -0.10061940282412837 -0.076612910794549335 0.23670968812001872 3.9401814365704695 2 IMG_20250507_144622.jpg

48 0.79175445029333047 0.57460962483051992 0.19627205102722345 -0.066527824843459635 -0.15946022084270139 0.19559868831102367 3.8303941408586866 2 IMG_20250507_144624.jpg

49 0.43142382031763149 0.88909877379465885 0.095921909207532213 -0.11906235775154256 -0.10586283913785929 0.14140667690575895 3.9949243621049324 2 IMG_20250507_144620.jpg

50 0.84999745933792015 0.41126792348383934 0.31742425479298175 -0.087205829515531644 -0.5634865501345514 0.21984735163668198 3.7251878699008447 2 IMG_20250507_144635.jpg

